Start time          	End time            	Sensor
2008-03-19 17:26:44	2008-03-19 17:26:47	Frontdoor
2008-03-19 20:19:40	2008-03-19 20:19:44	Frontdoor
2008-03-19 20:46:23	2008-03-19 20:46:27	Hall-Bathroom door
2008-03-19 20:48:50	2008-03-19 20:48:51	ToiletFlush
2008-03-19 20:48:53	2008-03-19 20:48:58	Hall-Bathroom door
2008-03-19 21:19:56	2008-03-19 21:20:00	Cups cupboard
2008-03-19 21:20:24	2008-03-19 21:20:53	Groceries Cupboard
2008-03-19 21:49:24	2008-03-19 21:49:25	Hall-Bathroom door
2008-03-19 21:51:29	2008-03-19 21:51:30	ToiletFlush
2008-03-19 21:51:32	2008-03-19 21:51:35	Hall-Bathroom door
2008-03-19 21:51:36	2008-03-19 21:51:37	Hall-Bathroom door
2008-03-19 21:51:39	2008-03-19 21:51:40	Hall-Bathroom door
2008-03-19 21:51:46	2008-03-19 21:51:47	Hall-Bathroom door
2008-03-19 21:51:58	2008-03-19 21:51:59	Hall-Bathroom door
2008-03-19 21:52:22	2008-03-19 21:52:23	Hall-Bathroom door
2008-03-19 21:52:58	2008-03-19 21:52:59	Hall-Bathroom door
2008-03-19 21:53:01	2008-03-19 21:53:50	Hall-Toilet door
2008-03-19 21:53:34	2008-03-19 21:53:35	Hall-Bathroom door
2008-03-19 21:54:34	2008-03-19 21:54:37	Hall-Toilet door
2008-03-20 00:34:38	2008-03-20 00:34:39	Hall-Bedroom door
2008-03-20 00:34:42	2008-03-20 00:36:17	Hall-Bedroom door
2008-03-20 00:35:10	2008-03-20 00:35:13	Hall-Bathroom door
2008-03-20 00:35:39	2008-03-20 00:35:40	ToiletFlush
2008-03-20 00:35:43	2008-03-20 00:35:59	Hall-Bathroom door
2008-03-20 00:35:44	2008-03-20 00:35:45	ToiletFlush
2008-03-20 06:57:51	2008-03-20 06:57:52	Hall-Bedroom door
2008-03-20 06:57:55	2008-03-20 06:57:56	Hall-Bedroom door
2008-03-20 06:57:57	2008-03-20 06:57:58	Hall-Bathroom door
2008-03-20 06:58:15	2008-03-20 06:58:43	Hall-Bedroom door
2008-03-20 06:58:31	2008-03-20 06:58:32	ToiletFlush
2008-03-20 06:58:33	2008-03-20 06:58:37	Hall-Bathroom door
2008-03-20 08:31:02	2008-03-20 08:31:03	Hall-Bedroom door
2008-03-20 08:31:07	2008-03-21 00:00:08	Hall-Bedroom door
2008-03-20 08:45:46	2008-03-20 08:45:50	Hall-Bathroom door
2008-03-20 08:46:55	2008-03-20 08:46:56	ToiletFlush
2008-03-20 08:46:58	2008-03-20 08:47:01	Hall-Bathroom door
2008-03-20 09:12:04	2008-03-20 09:12:08	Plates cupboard
2008-03-20 09:12:11	2008-03-20 09:12:18	Freezer
2008-03-20 09:12:14	2008-03-20 09:12:15	Plates cupboard
2008-03-20 09:12:26	2008-03-20 09:12:27	Plates cupboard
2008-03-20 09:12:30	2008-03-20 09:12:33	Microwave
2008-03-20 09:12:40	2008-03-20 09:12:45	Freezer
2008-03-20 09:13:44	2008-03-20 09:13:47	Microwave
2008-03-20 09:14:18	2008-03-20 09:14:33	Groceries Cupboard
2008-03-20 09:14:35	2008-03-20 09:14:36	Fridge
2008-03-20 09:14:58	2008-03-20 09:15:01	Fridge
2008-03-20 09:42:47	2008-03-20 09:42:48	Hall-Toilet door
2008-03-20 09:42:52	2008-03-20 09:43:19	Hall-Toilet door
2008-03-20 09:43:22	2008-03-20 09:43:23	Hall-Toilet door
2008-03-20 09:49:49	2008-03-20 09:49:50	Hall-Toilet door
2008-03-20 09:49:54	2008-03-20 22:51:15	Hall-Toilet door
2008-03-20 09:57:13	2008-03-20 09:57:17	Frontdoor
2008-03-20 22:49:21	2008-03-20 22:49:22	Frontdoor
2008-03-20 22:49:24	2008-03-20 22:49:25	Frontdoor
2008-03-20 22:51:15	2008-03-20 22:51:16	Hall-Toilet door
2008-03-20 22:51:18	2008-03-20 22:51:21	Hall-Bathroom door
2008-03-20 22:52:40	2008-03-20 22:52:41	ToiletFlush
2008-03-20 22:55:00	2008-03-20 22:55:01	ToiletFlush
2008-03-20 22:55:03	2008-03-20 22:55:07	Hall-Bathroom door
2008-03-20 22:55:09	2008-03-20 22:55:29	Hall-Toilet door
2008-03-20 23:36:24	2008-03-20 23:36:28	Hall-Bathroom door
2008-03-20 23:40:24	2008-03-20 23:40:25	ToiletFlush
2008-03-20 23:40:31	2008-03-20 23:40:35	Hall-Bathroom door
2008-03-20 23:40:42	2008-03-20 23:41:06	Hall-Toilet door
2008-03-20 23:56:38	2008-03-20 23:56:39	Hall-Toilet door
2008-03-20 23:56:42	2008-03-20 23:58:03	Hall-Toilet door
2008-03-20 23:58:46	2008-03-20 23:58:47	Hall-Bathroom door
2008-03-20 23:58:48	2008-03-20 23:58:49	Hall-Bathroom door
2008-03-20 23:59:15	2008-03-20 23:59:16	ToiletFlush
2008-03-20 23:59:17	2008-03-20 23:59:26	Hall-Bathroom door
2008-03-20 23:59:27	2008-03-20 23:59:41	Hall-Toilet door
2008-03-21 00:00:11	2008-03-21 00:00:12	Hall-Bedroom door
2008-03-21 03:49:47	2008-03-21 03:49:48	Hall-Bedroom door
2008-03-21 03:49:54	2008-03-21 03:50:45	Hall-Bathroom door
2008-03-21 03:49:58	2008-03-21 03:50:50	Hall-Bedroom door
2008-03-21 03:50:40	2008-03-21 03:50:41	ToiletFlush
2008-03-21 08:30:54	2008-03-21 08:31:44	Hall-Bedroom door
2008-03-21 08:31:00	2008-03-21 08:31:03	Hall-Bathroom door
2008-03-21 08:31:25	2008-03-21 08:31:26	ToiletFlush
2008-03-21 08:31:28	2008-03-21 08:31:31	Hall-Bathroom door
2008-03-21 09:04:21	2008-03-21 09:04:22	Hall-Bedroom door
2008-03-21 09:04:26	2008-03-21 17:03:51	Hall-Bedroom door
2008-03-21 09:13:25	2008-03-21 09:13:29	Hall-Bathroom door
2008-03-21 09:14:19	2008-03-21 09:14:20	ToiletFlush
2008-03-21 09:14:25	2008-03-21 09:15:18	Hall-Bathroom door
2008-03-21 09:17:57	2008-03-21 09:17:59	Hall-Toilet door
2008-03-21 09:24:18	2008-03-21 09:24:19	Hall-Toilet door
2008-03-21 09:24:23	2008-03-21 15:51:49	Hall-Toilet door
2008-03-21 09:42:35	2008-03-21 09:42:39	Frontdoor
2008-03-21 15:50:16	2008-03-21 15:50:20	Frontdoor
2008-03-21 15:52:04	2008-03-21 15:52:08	Hall-Bathroom door
2008-03-21 15:52:54	2008-03-21 15:52:55	ToiletFlush
2008-03-21 15:52:54	2008-03-21 15:53:05	Hall-Bathroom door
2008-03-21 15:53:03	2008-03-21 15:53:11	Hall-Toilet door
2008-03-21 15:54:06	2008-03-21 18:24:28	Hall-Toilet door
2008-03-21 15:57:07	2008-03-21 15:58:06	Groceries Cupboard
2008-03-21 15:57:52	2008-03-21 15:57:56	Fridge
2008-03-21 17:03:54	2008-03-21 17:03:55	Hall-Bedroom door
2008-03-21 17:06:52	2008-03-21 17:06:53	Hall-Bedroom door
2008-03-21 17:06:57	2008-03-21 17:08:12	Hall-Bedroom door
2008-03-21 18:05:09	2008-03-21 18:05:10	Hall-Bedroom door
2008-03-21 18:24:31	2008-03-21 18:24:32	Hall-Toilet door
2008-03-21 18:24:38	2008-03-21 18:24:39	Hall-Toilet door
2008-03-21 18:24:50	2008-03-21 18:24:51	Hall-Toilet door
2008-03-21 18:25:15	2008-03-21 18:25:16	Hall-Bathroom door
2008-03-21 18:27:46	2008-03-21 18:27:56	Fridge
2008-03-21 18:27:57	2008-03-21 18:27:58	Fridge
2008-03-21 18:28:00	2008-03-21 18:28:01	Fridge
2008-03-21 18:28:19	2008-03-21 18:28:20	Freezer
2008-03-21 19:11:10	2008-03-21 19:11:14	Frontdoor
2008-03-23 19:04:46	2008-03-23 19:04:47	Frontdoor
